11.gif	11	11
12.gif	12	12
13.gif	13	13
a.gif	A	a
adult.gif	ADULT	adult
afraid.gif	AFRAID	afraid
again.gif	AGAIN	again
airplane.gif	AIRPLANE	airplane
all_done.gif	ALL DONE	all-done
all_gone.gif	ALL GONE	all-gone
alligator.gif	ALLIGATOR	alligator
ambulance.gif	AMBULANCE	ambulance
amgel.gif	AMGEL	amgel
angel.gif	ANGEL	angel
angry.gif	ANGRY	angry
animal.gif	ANIMAL	animal
ant.gif	ANT	ant
apple.gif	APPLE	apple
art.gif	ART	art
aunt.gif	AUNT	aunt
avocado.gif	AVOCADO	avocado
b.gif	B	b
baby.gif	BABY	baby
babysitter.gif	BABYSITTER	babysitter
backpack.gif	BACKPACK	backpack
bacon.gif	BACON	bacon
bad.gif	BAD	bad
bag.gif	BAG	bag
ball.gif	BALL	ball
balloon.gif	BALLOON	balloon
banana.gif	BANANA	banana
bandage.gif	BANDAGE	bandage
basement.gif	BASEMENT	basement
basket.gif	BASKET	basket
bat.gif	BAT	bat
bath.gif	BATH	bath
battery.gif	BATTERY	battery
be_careful.gif	BE CAREFUL	be-careful
beach.gif	BEACH	beach
bean.gif	BEAN	bean
bear.gif	BEAR	bear
beard.gif	BEARD	beard
beautiful.gif	BEAUTIFUL	beautiful
bed.gif	BED	bed
bedroom.gif	BEDROOM	bedroom
bee.gif	BEE	bee
behave.gif	BEHAVE	behave
bell.gif	BELL	bell
belt.gif	BELT	belt
bib.gif	BIB	bib
bicycle.gif	BICYCLE	bicycle
big.gif	BIG	big
bird.gif	BIRD	bird
birthday.gif	BIRTHDAY	birthday
bite.gif	BITE	bite
black.gif	BLACK	black
blanket.gif	BLANKET	blanket
blocks.gif	BLOCKS	blocks
blonde.gif	BLONDE	blonde
blue.gif	BLUE	blue
blueberry.gif	BLUEBERRY	blueberry
boat.gif	BOAT	boat
book.gif	BOOK	book
boots.gif	BOOTS	boots
bottle.gif	BOTTLE	bottle
bowl.gif	BOWL	bowl
box.gif	BOX	box
boy.gif	BOY	boy
bracelet.gif	BRACELET	bracelet
bread.gif	BREAD	bread
breakfast.gif	BREAKFAST	breakfast
breat_feed.gif	BREAT FEED	breat-feed
broken.gif	BROKEN	broken
brother.gif	BROTHER	brother
brown.gif	BROWN	brown
brush_teeth.gif	BRUSH TEETH	brush-teeth
brush.gif%20teeth	brush%20TEETH	20teeth
bubbles.gif	BUBBLES	bubbles
bucket.gif	BUCKET	bucket
bug.gif	BUG	bug
build.gif	BUILD	build
bunny_rabbit.gif	BUNNY RABBIT	bunny-rabbit
bus.gif	BUS	bus
busy.gif	BUSY	busy
butter.gif	BUTTER	butter
butterfly.gif	BUTTERFLY	butterfly
button.gif	BUTTON	button
bye_bye.gif	BYE BYE	bye-bye
c.gif	C	c
cage.gif	CAGE	cage
cake.gif	CAKE	cake
camera.gif	CAMERA	camera
candle.gif	CANDLE	candle
candy.gif	CANDY	candy
car.gif	CAR	car
cards.gif	CARDS	cards
careful.gif	CAREFUL	careful
carrot.gif	CARROT	carrot
cat.gif	CAT	cat
caterpillar.gif	CATERPILLAR	caterpillar
cereal.gif	CEREAL	cereal
chair.gif	CHAIR	chair
change.gif	CHANGE	change
cheese.gif	CHEESE	cheese
cherry.gif	CHERRY	cherry
chicken.gif	CHICKEN	chicken
chicken_nugget.gif	CHICKEN NUGGET	chicken-nugget
chicken.gif%20nugget	chicken%20NUGGET	20nugget
child.gif	CHILD	child
chocolate.gif	CHOCOLATE	chocolate
christmas.gif	CHRISTMAS	christmas
circle.gif	CIRCLE	circle
class.gif	CLASS	class
close.gif	CLOSE	close
clothes.gif	CLOTHES	clothes
cloud.gif	CLOUD	cloud
clown.gif	CLOWN	clown
coat.gif	COAT	coat
coconut.gif	COCONUT	coconut
cold.gif	COLD	cold
color.gif	COLOR	color
come.gif	COME	come
computer.gif	COMPUTER	computer
cook.gif	COOK	cook
cookie.gif	COOKIE	cookie
corn.gif	CORN	corn
count.gif	COUNT	count
cousin.gif	COUSIN	cousin
cow.gif	COW	cow
crab.gif	CRAB	crab
cracker.gif	CRACKER	cracker
crawl.gif	CRAWL	crawl
crayon.gif	CRAYON	crayon
crib.gif	CRIB	crib
cry.gif	CRY	cry
cup.gif	CUP	cup
cupboard.gif	CUPBOARD	cupboard
cupcake.gif	CUPCAKE	cupcake
cut.gif	CUT	cut
cute.gif	CUTE	cute
d.gif	D	d
dad.gif	DAD	dad
dance.gif	DANCE	dance
