signbank-112	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=112	person wanders • wander	M511x545S10020494x515S2de06490x455	112
signbank-113	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=113	father • dad • papa	AS14c20S20600S30007M539x518S30007482x483S14c20516x468S20600491x471	113
signbank-114	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=114	download-from-heaven	AS10e01S10e2fS22b05S22b15S21600S21600S21600S21600S32101S2fb04M518x542S10e01440x482S10e2f399x477S32101482x482S21600434x474S21600428x482S21600393x471S21600387x480S22b05462x509S22b15421x505S2fb04451x536	114
signbank-115	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=115	200	M527x516S10e20473x485S17620511x500S17620492x500	115
signbank-116	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=116	think-to-oneself	AS14410S14418S28903S2891bS2ff00S22130S22130S22130S22130M552x526S2ff00482x482S14410452x489S14418522x487S22130445x478S22130445x471S22130520x479S22130519x472S28903469x499S2891b499x498	116
signbank-117	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=117	100	M528x516S10020473x485S17620512x500S17620493x500	117
signbank-118	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=118	grab	AS14c20S14c28S26500S26510S20358S20350S2f710M536x540S14c20513x507S14c28464x509S20358516x460S20350470x460S26500516x482S26510470x483S2f710493x490	118
signbank-119	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=119	300	M531x516S11e20469x485S17620515x500S17620496x500	119
signbank-120	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=120	400	M529x516S17620494x500S17620513x500S14420471x484	120
signbank-121	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=121	same all over	AS19a50S19a58S2e756S2f900M530x522S19a58470x502S19a50502x502S2e756487x485S2f900493x478	121
signbank-122	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=122	September	AS20320S14a20S14021S1fb20M544x512S20320455x494S14a20474x494S14021494x488S1fb20529x490	122
signbank-123	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=123	C	M509x510S16d10492x490	123
signbank-124	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=124	demonstrate	AS10110S15a18S26620M514x530S26620495x469S15a18486x503S10110498x497	124
signbank-125	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=125	themselves	AS1f540S2d608S26501S26500S26507M525x528S1f540475x504S2d608490x495S26500495x471S26501480x477S26507512x477	125
signbank-126	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=126	anoint	AS1f522S2ea02S15d5aM514x537S15d5a487x518S1f522491x463S2ea02486x495	126
signbank-127	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=127	Moses	AS18d20S15a18S20500S20500S22a04M522x523S15a18478x488S18d20502x476S20500493x490S20500494x505S22a04508x508	127
signbank-128	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=128	D	M508x515S10110492x485	128
signbank-129	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=129	F	M511x515S1ce10489x485	129
signbank-130	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=130	one	AS10000M507x515S10000492x485	130
signbank-131	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=131	Phoenix	AS10610S27106M519x520S10610482x486S27106504x480	131
signbank-132	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=132	there-to-the-right	AS15a40S2d608M522x517S15a40477x490S2d608493x482	132
signbank-133	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=133	zebra	AS14402S1440aS20e00S26606S26606S26612S26612S2fb04M540x531S14402503x469S1440a468x469S26606510x492S26606510x511S26612461x493S26612462x511S20e00495x504S2fb04494x525	133
signbank-134	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=134	leave	AS14c51S14c5fS1f751S1f758S26505S26515M548x534S14c51489x466S14c5f452x476S1f758496x519S1f751526x505S26505515x493S26515478x503	134
signbank-135	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=135	multiply	AS10e01S10e09S26a02S26a16S20e00S2fb00M541x529S10e01477x482S10e09496x483S26a16527x484S26a02460x483S20e00492x517S2fb00493x470	135
signbank-136	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=136	2007 • two thousand seven	AS10e20S23c01S18221S15a31S20500S1a520M535x541S10e20520x460S23c01486x483S20500471x530S15a31475x514S18221484x508S1a520465x459	136
signbank-137	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=137	Hezekiah	AS11502S14a20S10020S24506S14a20S14020S19220S1f720S11502M545x546S11502455x475S14a20487x475S10020508x460S14a20487x492S24506514x453S19220495x505S1f720470x530S11502493x531S14020462x493	137
signbank-138	http://www.signbank.org/signpuddle2.0/searchword.php?ui=1&sgn=4&sid=138	muscle	AS18158S20337S2880bS20500S37703S3770bM535x520S18158464x480S20337514x483S3770b498x497S37703476x498S2880b484x481S20500491x505	138
